ID на сайте,Источник,district_name,n_buildings_300m,n_living_buildings_300m,n_flats_300m,min_bc_distance_300m,mean_bc_distance_300m,traffic1_300m,traffic2_300m,traffic3_300m,traffic4_300m,district_price,n_buildings_600m,n_living_buildings_600m,n_flats_600m,min_bc_distance_600m,mean_bc_distance_600m,traffic1_600m,traffic2_600m,traffic3_600m,traffic4_600m,Медицина_300,Стоматологии_300,"Аптеки, оптики_300",Салоны красоты_300,"Бани, сауны_300","Фитнес-центры, тренажерные_300",Супермаркеты_300,Гипермаркеты_300,Продуктовые магазины_300,"Алкомаркеты, магазины пива_300","Школы, лицеи, гимназии_300",Детские сады_300,"Колледжи, институты_300",Студенческие общежития_300,"Торговые центры, моллы_300",Бизнес-центры_300,Пункты выдачи товаров_300,Ветаптеки и ветклиники_300,Магазины цветов_300,"Прачечные, химчистки_300",Детские игровые залы_300,Религия_300,"Пиццерии, суши, столовые_300","Пекарни, кофейни_300","Кафе, бары, рестораны_300",Социальные_300,Банки_300,Медицина_600,Стоматологии_600,"Аптеки, оптики_600",Салоны красоты_600,"Бани, сауны_600","Фитнес-центры, тренажерные_600",Супермаркеты_600,Гипермаркеты_600,Продуктовые магазины_600,"Алкомаркеты, магазины пива_600","Школы, лицеи, гимназии_600",Детские сады_600,"Колледжи, институты_600",Студенческие общежития_600,"Торговые центры, моллы_600",Бизнес-центры_600,Пункты выдачи товаров_600,Ветаптеки и ветклиники_600,Магазины цветов_600,"Прачечные, химчистки_600",Детские игровые залы_600,Религия_600,"Пиццерии, суши, столовые_600","Пекарни, кофейни_600","Кафе, бары, рестораны_600",Социальные_600,Банки_600
306614378,cian.ru,Соколиная Гора,96.0,6.0,209.0,0,185.12,744,14508,684,5874,354400,310.0,32.0,2448.0,0,370.4177215189873,744,14508,684,5874,6.0,2.0,11.0,26.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,4.0,0.0,5.0,4.0,8.0,3.0,4.0,3.0,3.0,0.0,8.0,15.0,25.0,0.0,2.0,21.0,4.0,24.0,57.0,1.0,8.0,5.0,0.0,36.0,10.0,8.0,0.0,11.0,1.0,6.0,16.0,22.0,7.0,10.0,12.0,3.0,1.0,27.0,34.0,48.0,3.0,2.0
324168243,cian.ru,Даниловский,36.0,13.0,1986.0,0,154.4,4964,61224,2479,9671,399100,198.0,46.0,4496.0,0,340.8666666666667,4964,61224,2479,9671,11.0,3.0,18.0,36.0,0.0,2.0,5.0,0.0,23.0,11.0,0.0,1.0,1.0,0.0,3.0,6.0,23.0,3.0,11.0,7.0,0.0,1.0,14.0,54.0,50.0,1.0,2.0,24.0,6.0,27.0,60.0,1.0,2.0,9.0,0.0,32.0,16.0,3.0,3.0,4.0,0.0,4.0,13.0,29.0,5.0,15.0,11.0,0.0,4.0,21.0,72.0,72.0,25.0,6.0
6122995069694344192,realty.yandex.ru,Обручевский,32.0,3.0,826.0,0,172.66666666666666,3744,32124,301,4752,411600,114.0,19.0,4379.0,0,319.1904761904762,3744,32124,301,4752,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,6.0,6.0,13.0,0.0,7.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,5.0,4.0,0.0,0.0,13.0,15.0,28.0,8.0,1.0
323773599,cian.ru,Красносельский,179.0,86.0,1966.0,5,183.525,1916,25550,1212,15211,454800,584.0,241.0,5782.0,5,363.74782608695654,1916,25550,1212,15211,17.0,6.0,6.0,56.0,0.0,2.0,3.0,0.0,14.0,3.0,2.0,1.0,10.0,0.0,1.0,5.0,5.0,0.0,6.0,5.0,0.0,2.0,5.0,19.0,38.0,4.0,1.0,80.0,27.0,21.0,150.0,0.0,11.0,8.0,0.0,23.0,15.0,6.0,4.0,23.0,0.0,1.0,20.0,11.0,2.0,18.0,14.0,0.0,11.0,20.0,40.0,117.0,12.0,4.0
321767399,cian.ru,Арбат,87.0,45.0,2016.0,37,201.55555555555554,1612,35423,2167,17393,820400,335.0,147.0,6270.0,37,410.65714285714284,1612,35423,2167,17393,19.0,4.0,8.0,42.0,0.0,9.0,4.0,0.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,6.0,5.0,2.0,11.0,3.0,0.0,1.0,9.0,21.0,46.0,2.0,4.0,42.0,14.0,24.0,130.0,0.0,17.0,10.0,0.0,28.0,10.0,7.0,3.0,6.0,0.0,3.0,10.0,12.0,3.0,22.0,16.0,0.0,4.0,15.0,41.0,110.0,7.0,6.0
324410344,cian.ru,Коммунарка,1.0,,,32,32.0,1488,833,0,83,291400,6.0,4.0,,32,32.0,1488,833,0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6122995696271942656,realty.yandex.ru,Обручевский,32.0,3.0,826.0,0,172.66666666666666,3744,32124,301,4752,411600,114.0,19.0,4379.0,0,319.1904761904762,3744,32124,301,4752,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,6.0,6.0,13.0,0.0,7.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,5.0,4.0,0.0,0.0,13.0,15.0,28.0,8.0,1.0
324147387,cian.ru,Красносельский,179.0,90.0,2134.0,16,187.0,1916,25550,1212,15211,454800,576.0,237.0,5778.0,16,365.4424778761062,1916,25550,1212,15211,17.0,6.0,6.0,55.0,0.0,2.0,3.0,0.0,12.0,3.0,2.0,1.0,10.0,0.0,1.0,5.0,5.0,1.0,6.0,6.0,0.0,2.0,5.0,19.0,36.0,4.0,1.0,80.0,27.0,20.0,157.0,0.0,11.0,8.0,0.0,23.0,15.0,6.0,3.0,17.0,0.0,1.0,20.0,11.0,2.0,18.0,14.0,0.0,11.0,19.0,40.0,113.0,11.0,4.0
322376788,cian.ru,Красносельский,179.0,86.0,1966.0,5,183.525,1916,25550,1212,15211,454800,584.0,241.0,5782.0,5,363.74782608695654,1916,25550,1212,15211,17.0,6.0,6.0,56.0,0.0,2.0,3.0,0.0,14.0,3.0,2.0,1.0,10.0,0.0,1.0,5.0,5.0,0.0,6.0,5.0,0.0,2.0,5.0,19.0,38.0,4.0,1.0,80.0,27.0,21.0,150.0,0.0,11.0,8.0,0.0,23.0,15.0,6.0,4.0,23.0,0.0,1.0,20.0,11.0,2.0,18.0,14.0,0.0,11.0,20.0,40.0,117.0,12.0,4.0
5096683312243913728,realty.yandex.ru,Обручевский,32.0,3.0,826.0,0,172.66666666666666,3744,32124,301,4752,411600,114.0,19.0,4379.0,0,319.1904761904762,3744,32124,301,4752,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,6.0,6.0,13.0,0.0,7.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,5.0,4.0,0.0,0.0,13.0,15.0,28.0,8.0,1.0
320261602,cian.ru,Перово ,33.0,,,8,157.69230769230768,1614,27234,327,6144,294700,144.0,14.0,937.0,8,349.8181818181818,1614,27234,327,6144,3.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.0,1.0,5.0,8.0,12.0,0.0,1.0,7.0,4.0,8.0,21.0,0.0,0.0,4.0,0.0,10.0,3.0,1.0,0.0,1.0,1.0,0.0,7.0,10.0,2.0,6.0,0.0,0.0,2.0,18.0,12.0,33.0,1.0,2.0
6123813786515044352,realty.yandex.ru,Нагорный,38.0,,,1,179.6153846153846,4280,22811,478,17607,345200,215.0,7.0,,1,395.672131147541,4280,22811,478,17607,2.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,3.0,4.0,3.0,0.0,0.0,7.0,8.0,13.0,0.0,0.0,6.0,2.0,10.0,10.0,1.0,2.0,2.0,0.0,23.0,3.0,0.0,0.0,2.0,0.0,1.0,6.0,9.0,3.0,8.0,5.0,0.0,0.0,10.0,16.0,23.0,1.0,1.0
320764946,cian.ru,Коньково,26.0,,,19,163.5,1204,11767,83,8636,351300,126.0,9.0,2158.0,19,353.44444444444446,1204,11767,83,8636,3.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,8.0,5.0,13.0,17.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,4.0,5.0,6.0,0.0,2.0,11.0,17.0,30.0,7.0,1.0
321211675,cian.ru,Красносельский,57.0,5.0,484.0,0,180.47826086956522,1118,20188,334,10990,454800,299.0,46.0,4163.0,0,371.25714285714287,1118,20188,334,10990,4.0,1.0,6.0,15.0,0.0,2.0,4.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,2.0,0.0,2.0,17.0,26.0,33.0,2.0,1.0,35.0,11.0,19.0,59.0,1.0,9.0,12.0,0.0,39.0,7.0,3.0,4.0,7.0,0.0,0.0,11.0,7.0,1.0,20.0,4.0,0.0,5.0,39.0,69.0,93.0,6.0,5.0
322022997,cian.ru,Коньково,26.0,,,19,163.5,1204,11767,83,8636,351300,126.0,9.0,2158.0,19,353.44444444444446,1204,11767,83,8636,3.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,8.0,5.0,13.0,17.0,0.0,3.0,4.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,4.0,5.0,6.0,0.0,2.0,11.0,17.0,30.0,7.0,1.0
322394535,cian.ru,Красносельский,57.0,5.0,484.0,0,180.47826086956522,1118,20188,334,10990,454800,299.0,46.0,4163.0,0,371.25714285714287,1118,20188,334,10990,4.0,1.0,6.0,15.0,0.0,2.0,4.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,2.0,0.0,2.0,17.0,26.0,33.0,2.0,1.0,35.0,11.0,19.0,59.0,1.0,9.0,12.0,0.0,39.0,7.0,3.0,4.0,7.0,0.0,0.0,11.0,7.0,1.0,20.0,4.0,0.0,5.0,39.0,69.0,93.0,6.0,5.0
309005242,cian.ru,Соколиная Гора,72.0,3.0,573.0,0,188.66666666666666,7820,50301,2523,13320,354400,302.0,38.0,4209.0,0,366.27272727272725,7820,50301,2523,13320,3.0,1.0,14.0,28.0,0.0,3.0,3.0,0.0,21.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,10.0,2.0,6.0,7.0,3.0,0.0,12.0,26.0,34.0,0.0,1.0,20.0,5.0,27.0,66.0,1.0,8.0,7.0,0.0,36.0,8.0,4.0,1.0,11.0,0.0,6.0,5.0,28.0,6.0,8.0,14.0,3.0,1.0,21.0,30.0,50.0,4.0,2.0
324477378,cian.ru,Измайлово,67.0,54.0,4421.0,131,214.66666666666666,1984,14106,1459,4132,278800,223.0,155.0,10876.0,131,363.0,1984,14106,1459,4132,10.0,4.0,8.0,17.0,0.0,3.0,3.0,0.0,15.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,11.0,2.0,3.0,6.0,0.0,1.0,2.0,6.0,9.0,1.0,0.0,20.0,10.0,23.0,36.0,2.0,4.0,10.0,0.0,52.0,18.0,6.0,7.0,3.0,4.0,3.0,2.0,28.0,11.0,10.0,13.0,0.0,2.0,9.0,21.0,29.0,8.0,0.0
6123864158561467392,realty.yandex.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5217391304348,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
324213204,cian.ru,Марфино,42.0,18.0,1372.0,0,130.72727272727272,458,3225,1203,2985,370900,136.0,62.0,5165.0,0,305.0869565217391,458,3225,1203,2985,7.0,1.0,3.0,9.0,1.0,2.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,11.0,5.0,7.0,16.0,3.0,3.0,8.0,0.0,14.0,6.0,3.0,3.0,1.0,0.0,0.0,6.0,14.0,6.0,3.0,2.0,1.0,0.0,11.0,14.0,13.0,3.0,0.0
3966105355550090240,realty.yandex.ru,Соколиная Гора,135.0,16.0,939.0,1,186.225,1168,16587,1064,9851,354400,407.0,42.0,2506.0,1,346.6521739130435,1168,16587,1064,9851,12.0,4.0,7.0,21.0,0.0,4.0,3.0,0.0,7.0,5.0,8.0,0.0,6.0,1.0,1.0,14.0,4.0,4.0,7.0,4.0,0.0,0.0,20.0,12.0,13.0,3.0,0.0,24.0,10.0,18.0,61.0,0.0,11.0,6.0,0.0,36.0,9.0,13.0,1.0,8.0,1.0,9.0,26.0,21.0,10.0,14.0,12.0,0.0,0.0,36.0,27.0,50.0,3.0,2.0
320108299,cian.ru,Обручевский,32.0,3.0,826.0,61,190.3,1002,8980,301,4752,411600,122.0,21.0,4753.0,61,335.5,1002,8980,301,4752,6.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,10.0,6.0,5.0,15.0,0.0,7.0,2.0,0.0,13.0,3.0,1.0,1.0,0.0,0.0,1.0,5.0,11.0,2.0,4.0,4.0,0.0,0.0,13.0,11.0,29.0,8.0,1.0
320222327,cian.ru,Обручевский,32.0,3.0,826.0,0,172.77777777777777,3744,32124,301,4752,411600,114.0,19.0,4379.0,0,319.3809523809524,3744,32124,301,4752,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,6.0,6.0,13.0,0.0,7.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,5.0,4.0,0.0,0.0,13.0,15.0,28.0,8.0,1.0
6123948456323599360,realty.yandex.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5217391304348,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
6123948352485668864,realty.yandex.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5217391304348,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
6123232994343657472,realty.yandex.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5217391304348,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
7629162941,avito.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5652173913044,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
324067880,cian.ru,Обручевский,32.0,3.0,826.0,0,172.77777777777777,3744,32124,301,4752,411600,114.0,19.0,4379.0,0,319.3809523809524,3744,32124,301,4752,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,6.0,6.0,13.0,0.0,7.0,2.0,0.0,13.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,5.0,4.0,0.0,0.0,13.0,15.0,28.0,8.0,1.0
7629915750,avito.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5652173913044,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
7661044534,avito.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5652173913044,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
6123948458098607104,realty.yandex.ru,Можайский,19.0,2.0,311.0,0,161.16666666666666,1702,15748,108,8043,311900,125.0,33.0,2986.0,0,382.5217391304348,1702,15748,108,8043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,12.0,1.0,2.0,4.0,0.0,24.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,3.0,0.0,0.0,6.0,7.0,5.0,1.0,0.0
320947155,cian.ru,Выхино-Жулебино,31.0,18.0,3238.0,,,3040,5869,1538,2870,273000,121.0,80.0,13652.0,,,3040,5869,1538,2870,6.0,4.0,15.0,22.0,1.0,0.0,5.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,3.0,6.0,4.0,1.0,0.0,1.0,7.0,5.0,7.0,1.0,29.0,12.0,38.0,71.0,3.0,4.0,18.0,0.0,62.0,20.0,10.0,6.0,0.0,0.0,4.0,0.0,50.0,10.0,18.0,12.0,3.0,0.0,15.0,29.0,46.0,12.0,2.0
3987628968732402176,realty.yandex.ru,Фили-Давыдково,34.0,12.0,1498.0,0,197.54545454545453,3130,10133,2101,5557,401300,102.0,46.0,6007.0,0,285.05882352941177,3130,10133,2101,5557,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,6.0,11.0,0.0,4.0,4.0,0.0,11.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,13.0,2.0,4.0,4.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0
3966105355550922752,realty.yandex.ru,Замоскворечье,125.0,23.0,1081.0,12,188.3783783783784,1776,26781,1030,14046,543700,522.0,111.0,5605.0,12,375.3228346456693,1776,26781,1030,14046,13.0,4.0,8.0,27.0,0.0,8.0,4.0,0.0,4.0,2.0,1.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,1.0,2.0,0.0,1.0,7.0,16.0,37.0,1.0,0.0,43.0,20.0,27.0,114.0,0.0,15.0,13.0,0.0,35.0,12.0,7.0,8.0,24.0,1.0,1.0,15.0,20.0,2.0,15.0,4.0,0.0,9.0,27.0,57.0,115.0,4.0,4.0
321739354,cian.ru,Красносельский,68.0,18.0,2162.0,104,193.58333333333334,1306,26008,2075,12678,454800,345.0,86.0,5401.0,104,422.77272727272725,1306,26008,2075,12678,15.0,3.0,8.0,28.0,1.0,2.0,6.0,0.0,6.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,15.0,2.0,4.0,2.0,0.0,0.0,9.0,13.0,16.0,4.0,0.0,21.0,15.0,21.0,72.0,2.0,13.0,10.0,0.0,22.0,16.0,7.0,4.0,3.0,0.0,2.0,7.0,23.0,9.0,22.0,6.0,0.0,5.0,19.0,35.0,57.0,9.0,2.0
324598268,cian.ru,Коньково,27.0,9.0,2512.0,189,240.57142857142858,4706,9172,3049,10564,351300,121.0,53.0,11929.0,189,336.2,4706,9172,3049,10564,15.0,6.0,18.0,37.0,0.0,1.0,6.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,3.0,7.0,2.0,0.0,0.0,5.0,15.0,13.0,1.0,2.0,23.0,11.0,32.0,97.0,2.0,3.0,13.0,1.0,31.0,10.0,6.0,7.0,0.0,2.0,6.0,1.0,36.0,7.0,11.0,8.0,0.0,1.0,10.0,31.0,32.0,7.0,2.0
8660284132703666176,realty.yandex.ru,Красносельский,71.0,19.0,1026.0,0,215.75,4718,31378,1247,11818,454800,217.0,72.0,7302.0,0,338.8888888888889,4718,31378,1247,11818,1.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,7.0,8.0,18.0,42.0,1.0,8.0,8.0,1.0,27.0,9.0,6.0,2.0,2.0,0.0,4.0,4.0,23.0,9.0,15.0,12.0,0.0,2.0,14.0,16.0,37.0,4.0,1.0
6858718412928586752,realty.yandex.ru,Зюзино,53.0,35.0,3734.0,0,0.0,1578,1590,1925,2052,326200,196.0,87.0,9692.0,0,417.75,1578,1590,1925,2052,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,48.0,15.0,12.0,22.0,0.0,0.0,7.0,0.0,23.0,9.0,7.0,5.0,5.0,1.0,2.0,3.0,28.0,4.0,8.0,6.0,0.0,0.0,9.0,5.0,12.0,16.0,2.0
6123921165585409024,realty.yandex.ru,Даниловский,36.0,13.0,1986.0,2,138.77777777777777,4964,61224,2479,9671,399100,198.0,46.0,4496.0,2,341.6666666666667,4964,61224,2479,9671,11.0,3.0,18.0,37.0,0.0,2.0,5.0,0.0,24.0,11.0,0.0,1.0,1.0,0.0,3.0,6.0,23.0,3.0,11.0,7.0,0.0,1.0,14.0,54.0,50.0,1.0,2.0,24.0,6.0,27.0,60.0,1.0,2.0,9.0,0.0,32.0,16.0,3.0,3.0,4.0,0.0,4.0,13.0,29.0,5.0,15.0,11.0,0.0,4.0,21.0,72.0,72.0,25.0,6.0
321841068,cian.ru,Гагаринский,15.0,6.0,1622.0,,,1170,4378,930,673,454900,95.0,38.0,5314.0,490,539.0,1170,4378,930,673,1.0,0.0,2.0,8.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,10.0,11.0,34.0,0.0,2.0,8.0,0.0,11.0,4.0,4.0,7.0,5.0,0.0,0.0,0.0,17.0,2.0,6.0,2.0,0.0,7.0,3.0,6.0,12.0,5.0,1.0
6123948430585992192,realty.yandex.ru,Даниловский,36.0,13.0,1986.0,2,138.77777777777777,4964,61224,2479,9671,399100,198.0,46.0,4496.0,2,341.6666666666667,4964,61224,2479,9671,11.0,3.0,18.0,37.0,0.0,2.0,5.0,0.0,24.0,11.0,0.0,1.0,1.0,0.0,3.0,6.0,23.0,3.0,11.0,7.0,0.0,1.0,14.0,54.0,50.0,1.0,2.0,24.0,6.0,27.0,60.0,1.0,2.0,9.0,0.0,32.0,16.0,3.0,3.0,4.0,0.0,4.0,13.0,29.0,5.0,15.0,11.0,0.0,4.0,21.0,72.0,72.0,25.0,6.0
323471139,cian.ru,Замоскворечье,141.0,28.0,1452.0,19,176.86486486486487,1588,19733,629,14046,543700,543.0,110.0,5326.0,19,378.81060606060606,1588,19733,629,14046,15.0,5.0,7.0,31.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0,1.0,2.0,0.0,1.0,7.0,16.0,32.0,1.0,0.0,42.0,20.0,25.0,109.0,0.0,15.0,14.0,0.0,35.0,10.0,6.0,8.0,25.0,1.0,1.0,15.0,19.0,2.0,15.0,5.0,0.0,10.0,28.0,56.0,113.0,4.0,4.0
7517866235140861952,realty.yandex.ru,Замоскворечье,156.0,30.0,1466.0,0,173.53846153846155,1078,17808,901,11261,543700,555.0,110.0,4959.0,0,381.86764705882354,1078,17808,901,11261,16.0,6.0,6.0,29.0,0.0,4.0,5.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,7.0,15.0,35.0,1.0,0.0,40.0,17.0,25.0,109.0,0.0,15.0,15.0,0.0,32.0,11.0,7.0,8.0,24.0,1.0,1.0,16.0,21.0,2.0,16.0,5.0,0.0,8.0,28.0,54.0,114.0,5.0,4.0
